Код сотрудника,Департамент,Баланс,Кол-во дней работы,Контейнер
SU199642,ДБП.группа аналитиков по автоматизации бизнес-процессов,730.0,8,"Проектный опыт, Для новых сотрудников, Корпоративная жизнь КРОК, Другое"
SU199643,ДБП.группа аналитиков по автоматизации бизнес-процессов,550.0,3,"Проектный опыт, Для новых сотрудников, Другое, Ускорение бизнес-процессов"
SU199644,ДИРС.Разработка инфраструктурных продуктов.группа маркетинга,305.0,1,"Другое, Корпоративная жизнь КРОК, Для новых сотрудников"
SU199645,ДБП.группа аналитиков и консультантов по внедрению Big Data и BI,1505.0,9,"Проектный опыт, Корпоративная жизнь КРОК, Другое, Для новых сотрудников"
SU199646,ДТК.Сервис.группа развития,1130.0,5,"Корпоративная жизнь КРОК, Другое, Для новых сотрудников, Проектный опыт"
SU199647,ДТК.Сервис.Первая линия,910.0,5,"Проектный опыт, Корпоративная жизнь КРОК, Другое, Для новых сотрудников"
SU199648,"ДРПО.Практика ""Time and Material""",250.0,1,"Для новых сотрудников, Другое"
SU199649,ДИРС.Разработка инфраструктурных продуктов.группа маркетинга,2270.0,10,"Корпоративная жизнь КРОК, Для новых сотрудников, Проектный опыт, Другое"
SU199650,ДБП.группа аналитиков и консультантов по внедрению Big Data и BI,965.0,6,"Для новых сотрудников, Корпоративная жизнь КРОК, Проектный опыт, Другое"
SU199651,ДБП.группа аналитиков и консультантов по внедрению Big Data и BI,1735.0,9,"Ускорение бизнес-процессов, Корпоративная жизнь КРОК, Другое, Проектный опыт, Для новых сотрудников"
SU199652,ДИМС.Группа электроснабжения и климатических систем,850.0,7,"Проектный опыт, Для новых сотрудников, Другое"
SU199653,ДБП.группа консультантов по финансам,560.0,5,"Проектный опыт, Другое, Для новых сотрудников, Корпоративная жизнь КРОК"
SU199654,ДПМП.группа отраслевых решений,250.0,1,"Для новых сотрудников, Другое"
SU199656,ДИМС.группа СКС и Автоматизации инженерных систем,800.0,5,"Проектный опыт, Корпоративная жизнь КРОК, Для новых сотрудников, Другое"
SU199657,ДИРС.Разработка инфраструктурных продуктов.группа маркетинга,300.0,1,"Для новых сотрудников, Другое"
SU199660,ДРП.Образовательные проекты brainz для студентов и школьников,250.0,1,"Другое, Для новых сотрудников"
SU199661,ДТК.Сервис.группа развития,550.0,4,"Для новых сотрудников, Проектный опыт, Другое"
SU199662,ДИРС.группа инженеров по ИТ-инфраструктуре и мониторингу,610.0,6,"Корпоративная жизнь КРОК, Проектный опыт, Для новых сотрудников, Другое"
SU199663,ДИМС.группа систем безопасности,810.0,6,"Корпоративная жизнь КРОК, Проектный опыт, Для новых сотрудников, Другое"
SU199666,ДПМП.группа отраслевых решений,450.0,1,"Другое, Для новых сотрудников"
SU199667,ДИМС.группа СКС и Автоматизации инженерных систем,1200.0,4,"Проектный опыт, Поиск и развитие талантов, Для новых сотрудников, Другое"
SU199668,ДИМС.группа сервиса,930.0,2,"Корпоративная жизнь КРОК, Обмен опытом и повышение экспертизы, Для новых сотрудников, Другое, Проектный опыт, Ускорение бизнес-процессов"
SU199669,ДРПО.Управление контентом и документооборот.группа разработчиков,450.0,2,"Проектный опыт, Для новых сотрудников, Другое"
SU199670,ДБП.группа консультантов по финансам,2480.0,13,"Проектный опыт, Корпоративная жизнь КРОК, Для новых сотрудников, Другое"
SU199671,ДПМП.группа управления проектами по разработке программных решений,720.0,4,"Проектный опыт, Для новых сотрудников, Обмен опытом и повышение экспертизы, Другое"
SU199674,"ДРПО.Практика ""Time and Material""",400.0,4,"Для новых сотрудников, Другое, Проектный опыт"
SU199675,"ДРПО.Практика ""Time and Material""",600.0,4,"Проектный опыт, Для новых сотрудников, Другое"
SU199676,ДИРС.группа развития и сопровождения частных облаков,450.0,1,"Для новых сотрудников, Другое"
SU199677,ДИРС.Информационная безопасность.группа инженеров по сетевой безопасности,400.0,1,"Для новых сотрудников, Другое"
SU199678,ДБП.группа аналитиков по автоматизации бизнес-процессов,755.0,6,"Корпоративная жизнь КРОК, Проектный опыт, Другое, Для новых сотрудников"
SU199682,ДИРС.группа инженеров по инфраструктурному ПО,1155.0,6,"Корпоративная жизнь КРОК, Другое, Для новых сотрудников, Проектный опыт, Ускорение бизнес-процессов"
SU199686,ДМ.группа маркетологов,450.0,1,"Для новых сотрудников, Другое"
SU199687,ДИРС.группа поддержки продаж решений по программной инфраструктуре,500.0,1,"Обмен опытом и повышение экспертизы, Другое, Для новых сотрудников"
SU199688,ДИРС.группа поддержки продаж решений по программной инфраструктуре,200.0,1,Другое
SU199689,ДПМП.группа управления проектами по разработке программных решений,400.0,1,"Другое, Для новых сотрудников"
SU199690,ДБП.группа консультантов по финансам,1200.0,3,"Для новых сотрудников, Другое, Корпоративная жизнь КРОК"
SU199691,ДРП.Внутренние коммуникации,300.0,1,"Для новых сотрудников, Другое"
SU199692,ДТК.Цифровое производство.группа поддержки продаж цифрового производства,550.0,4,"Проектный опыт, Другое, Для новых сотрудников"
SU199694,ДБП.группа консультантов по технической архитектуре и разработке,500.0,2,"Проектный опыт, Другое, Для новых сотрудников"
SU199700,ДИРС.группа инженеров по инфраструктурному ПО,600.0,4,"Проектный опыт, Другое, Для новых сотрудников"
SU199701,ДИРС.Разработка инфраструктурных продуктов.группа продвижения решений,250.0,1,"Для новых сотрудников, Другое"
SU199702,ДРП.отдел обучения,340.0,1,"Корпоративная жизнь КРОК, Для новых сотрудников, Другое"
SU199703,ДИМС.Группа электроснабжения и климатических систем,305.0,1,"Корпоративная жизнь КРОК, Другое, Для новых сотрудников"
SU199707,ДРП.Геймификация,300.0,1,"Для новых сотрудников, Другое"
SU199708,ДИРС.Информационная безопасность.группа инженеров по защите инфраструктуры,725.0,1,"Корпоративная жизнь КРОК, Другое, Для новых сотрудников"
SU199710,"ДРПО.КИС.Практика ""Медицинские информационные системы""",505.0,2,"Проектный опыт, Для новых сотрудников, Другое, Корпоративная жизнь КРОК"
SU199711,ДБП.группа консультантов по финансам,1200.0,7,"Другое, Проектный опыт, Для новых сотрудников, Корпоративная жизнь КРОК"
SU199712,ДРПО.ГИС.росстат. группа внедренцев,200.0,1,Другое
SU199716,ДИРС.Информационная безопасность.группа инженеров по сетевой безопасности,1555.0,7,"Корпоративная жизнь КРОК, Для новых сотрудников, Проектный опыт, Другое"
SU199717,ДРПО.ГИС.суды. группа тестировщиков,405.0,1,"Для новых сотрудников, Ускорение бизнес-процессов, Корпоративная жизнь КРОК, Другое"
SU199725,ДИРС.Разработка инфраструктурных продуктов.группа инженеров технической поддержки,250.0,1,"Для новых сотрудников, Другое"
SU199726,ФД.отдел расчетов с подрядчиками и учета затрат,250.0,1,"Другое, Для новых сотрудников"
SU199727,ДПМП.группа управления проектами по инженерным и мультимедийным системам,550.0,2,"Для новых сотрудников, Проектный опыт, Другое"
SU199730,ДИРС.Информационная безопасность.группа поддержки продаж решений по информационной безопасности,450.0,2,"Проектный опыт, Для новых сотрудников, Другое"
SU199734,ДПМП.группа администраторов проектов по инженерным и мультимедийным системам,400.0,1,"Для новых сотрудников, Другое"
SU199735,ПД.группа комплексного сопровождения проектов,270.0,1,"Корпоративная жизнь КРОК, Для новых сотрудников, Другое"
SU199736,ДПМП.группа администраторов проектов по инженерным и мультимедийным системам,575.0,2,"Для новых сотрудников, Проектный опыт, Другое"
SU199740,ДПМП.группа управления проектами по техническому консалтингу,475.0,1,"Для новых сотрудников, Другое, Обмен опытом и повышение экспертизы, Корпоративная жизнь КРОК"
SU199743,ФД.отдел бюджетирования и оптимизации финансового учета,500.0,1,"Другое, Для новых сотрудников"
SU199744,ДВА.группа консультантов,460.0,1,"Другое, Корпоративная жизнь КРОК, Для новых сотрудников"
SU199745,ФД.группа финансовых партнеров,250.0,1,"Для новых сотрудников, Другое"
SU199750,ДИРС.Облачные сервисы.группа сопровождения ИТ-инфраструктур,200.0,1,Другое
SU199751,ДИМС.Группа электроснабжения и климатических систем,650.0,1,"Для новых сотрудников, Другое, Ускорение бизнес-процессов"
SU199752,ДИРС.Облачные сервисы.группа сопровождения ИТ-инфраструктур,250.0,1,"Другое, Для новых сотрудников"
SU199754,ДИРС.Облачные сервисы.группа эксплуатации облачных сервисов,900.0,4,"Проектный опыт, Для новых сотрудников, Другое"
SU199759,ДМ.контакт-центр,500.0,2,"Для новых сотрудников, Проектный опыт, Другое"
SU199760,ДИРС.группа разработки частных облаков,200.0,1,Другое
SU199762,ДИРС.Облачные сервисы.группа инженеров разработки облака,205.0,1,"Другое, Корпоративная жизнь КРОК"
SU199763,АЭД.АО.секретариат,415.0,1,"Корпоративная жизнь КРОК, Для новых сотрудников, Другое"
SU199764,ДРПО.Продуктовый офис,395.0,3,"Для новых сотрудников, Корпоративная жизнь КРОК, Другое, Проектный опыт"
SU199767,ДРПО.ГИС.росстат. группа аналитиков,700.0,1,"Другое, Для новых сотрудников"
SU199768,Отдел дизайна,345.0,1,"Корпоративная жизнь КРОК, Для новых сотрудников, Другое"
SU199770,ДРПО.ГИС.росстат.группа тестировщиков,250.0,1,"Другое, Для новых сотрудников"
SU199772,ДИМС.группа сервиса,790.0,1,"Обмен опытом и повышение экспертизы, Для новых сотрудников, Другое"
SU199775,АЭД.АО.секретариат,265.0,1,"Для новых сотрудников, Корпоративная жизнь КРОК, Другое"
SU199777,ДИРС.группа администраторов сервисных проектов,400.0,4,"Проектный опыт, Другое"
SU199778,ДРПО.Управление контентом и документооборот.группа аналитиков,200.0,1,Другое
SU199779,ДРП.Развитие бренда работодателя,200.0,1,Другое
SU199781,ДПМП.группа администраторов проектов по ИТ-системам и программным решениям,250.0,2,"Другое, Проектный опыт"
SU199783,"ДРПО.Практика ""Time and Material"".группа аналитиков",250.0,2,"Другое, Проектный опыт"
SU199784,ДПМП.группа управления проектами по инженерным и мультимедийным системам,200.0,1,Другое
SU199787,ДИРС.группа технических менеджеров по вычислительной инфраструктуре,250.0,1,"Другое, Для новых сотрудников"
SU199788,ДПМП.группа управления проектами по построению корпоративных систем,400.0,1,"Для новых сотрудников, Другое"
SU199790,ФД.отдел учета товаров и взаиморасчетов с поставщиками,255.0,1,"Другое, Для новых сотрудников, Корпоративная жизнь КРОК"
SU199791,ДРПО.ГИС.цифровые экосистемы.группа разработчиков,300.0,3,"Проектный опыт, Другое"
SU199792,ПД.группа комплексного сопровождения проектов,515.0,1,"Корпоративная жизнь КРОК, Другое, Для новых сотрудников"
SU199793,ДИРС.группа инженеров по ИТ-инфраструктуре и мониторингу,615.0,4,"Другое, Для новых сотрудников, Проектный опыт, Корпоративная жизнь КРОК"
SU199795,ДИРС.Разработка инфраструктурных продуктов.группа продвижения решений,250.0,1,"Другое, Для новых сотрудников"
SU199796,ДИРС.Разработка инфраструктурных продуктов.группа разработки СУБД,200.0,1,Другое
SU199797,ДРП.отдел обучения,200.0,1,Другое
SU199801,ДРПО.Управление контентом и документооборот.группа разработчиков,645.0,4,"Для новых сотрудников, Корпоративная жизнь КРОК, Проектный опыт, Другое"
SU199803,ДИРС.Информационная безопасность.группа поддержки продаж решений по информационной безопасности,750.0,2,"Для новых сотрудников, Обмен опытом и повышение экспертизы, Проектный опыт, Другое"
SU199804,ДРП.отдел кадров,470.0,1,"Корпоративная жизнь КРОК, Другое, Для новых сотрудников"
SU199805,ДИРС.Облачные сервисы.группа управления облачными проектами,400.0,1,"Для новых сотрудников, Другое"
SU199806,ДРПО.Управление контентом и документооборот.группа аналитиков,470.0,1,"Для новых сотрудников, Другое, Обмен опытом и повышение экспертизы"
SU199807,ДРПО.ГИС.финтех,475.0,1,"Для новых сотрудников, Другое, Проектный опыт"
SU199808,ДРПО.ГИС.цифровые экосистемы.группа разработчиков,300.0,3,"Проектный опыт, Другое"
SU199809,ФД.отдел учета товаров и взаиморасчетов с поставщиками,205.0,1,"Корпоративная жизнь КРОК, Другое"
SU199810,ФД.группа финансовых партнеров,250.0,1,"Другое, Для новых сотрудников"
SU199811,ДРП.отдел кадров,205.0,1,"Корпоративная жизнь КРОК, Другое"
SU199824,ДПМП.группа продаж,200.0,1,Другое
SU199825,ДМ.группа контента,455.0,1,"Другое, Корпоративная жизнь КРОК, Для новых сотрудников"
SU199826,ДИРС.группа развития и сопровождения частных облаков,400.0,1,"Для новых сотрудников, Другое"
SU199828,ДПМП.группа управления проектами по техническому консалтингу,450.0,1,"Другое, Для новых сотрудников"
SU199831,ДИМС.технические менеджеры по инженерным системам,200.0,1,Другое
SU199832,ДРПО.ГИС.суды. группа тестировщиков,550.0,3,"Для новых сотрудников, Проектный опыт, Другое"
SU199833,ДВА.группа аналитиков 1С,650.0,1,"Для новых сотрудников, Другое"
SU199834,ДИРС.Информационная безопасность.Центр мониторинга безопасности,200.0,1,Другое
SU199835,ДРПО.ГИС.финтех,405.0,4,"Другое, Корпоративная жизнь КРОК, Проектный опыт, Для новых сотрудников"
SU199837,ДИРС.Информационная безопасность.группа развития бизнеса,550.0,3,"Другое, Проектный опыт, Для новых сотрудников"
SU199840,АЭД.АО.курьеры,200.0,1,Другое
SU199841,ДИРС.группа инженеров по инфраструктурному ПО,400.0,1,"Другое, Для новых сотрудников"
SU199843,ДИРС.Облачные сервисы.группа разработки облака,250.0,2,"Проектный опыт, Другое"
SU199844,ФД.отдел бюджетирования и оптимизации финансового учета,400.0,1,"Для новых сотрудников, Другое"
SU199846,"АЭД.служба охраны труда, пожарной безопасности и гражданской обороны",200.0,1,Другое
SU199847,"АЭД.служба охраны труда, пожарной безопасности и гражданской обороны",400.0,1,"Другое, Для новых сотрудников"
SU199848,ДИРС.группа инженеров поддержки инфраструктурного ПО,550.0,3,"Проектный опыт, Другое, Для новых сотрудников"
SU199850,"ДРПО.Практика ""Time and Material""",225.0,1,"Корпоративная жизнь КРОК, Другое"
SU199851,ДИРС.Разработка инфраструктурных продуктов.группа продвижения решений,200.0,1,Другое
SU199854,АЭД,300.0,1,"Другое, Обмен опытом и повышение экспертизы"
SU199855,Отдел закупок,450.0,1,"Другое, Для новых сотрудников"
SU199856,ДМ.группа контента,400.0,1,"Другое, Для новых сотрудников"
SU199859,ДВА.группа разработки инфраструктурных приложений,520.0,3,"Другое, Для новых сотрудников, Корпоративная жизнь КРОК, Проектный опыт"
SU199861,ДРП.Образовательные проекты brainz для студентов и школьников,400.0,1,"Для новых сотрудников, Другое"
SU199862,ДИРС.Разработка инфраструктурных продуктов.группа развития бизнеса,200.0,1,Другое
SU199863,ДРП.отдел корпоративной культуры и внутренних коммуникаций,200.0,1,Другое
SU199867,ДРП.HR-партнеры,250.0,1,"Другое, Для новых сотрудников"
SU199868,АЭД.АО.секретариат,540.0,2,"Корпоративная жизнь КРОК, Другое, Для новых сотрудников"
SU199869,ДИРС.Разработка инфраструктурных продуктов.группа системных инженеров,500.0,3,"Проектный опыт, Другое, Для новых сотрудников"
SU199870,ДИРС.группа клиентского сервиса,250.0,1,"Для новых сотрудников, Другое"
SU199871,ДРП.отдел рекрутинга,350.0,1,"Для новых сотрудников, Обмен опытом и повышение экспертизы, Другое"
SU199872,ДМ.группа внешних коммуникаций,200.0,1,Другое
SU199873,ДИРС.группа клиентского сервиса,400.0,1,"Другое, Для новых сотрудников"
SU199874,ДРП.отдел обучения,200.0,1,Другое
SU199875,Служба охраны,200.0,1,Другое
SU199876,ДРПО.Управление контентом и документооборот.группа разработчиков,270.0,2,"Другое, Проектный опыт, Обмен опытом и повышение экспертизы"
SU199879,ДИРС.группа инженеров по инфраструктурному ПО,200.0,1,Другое
SU199881,ДРП.отдел рекрутинга,200.0,1,Другое
SU199889,Служба качества,465.0,1,"Другое, Корпоративная жизнь КРОК, Для новых сотрудников"
SU199892,ДВА.центральная служба технической поддержки,475.0,2,"Другое, Для новых сотрудников, Корпоративная жизнь КРОК, Проектный опыт"
SU199893,ДПМП.группа администраторов проектов по вычислительным системам и телекоммуникациям,450.0,1,"Для новых сотрудников, Другое"
SU199895,ДРПО.Управление контентом и документооборот,200.0,1,Другое
SU199896,ДИРС.Облачные сервисы.группа инженеров разработки облака,200.0,1,Другое
SU199897,ДИРС.группа разработки частных облаков,200.0,1,Другое
SU199899,ДТК.Сервис.Первая линия,200.0,1,Другое
SU199903,ДТК.Группа поддержки продаж сетевых решений,200.0,1,Другое
SU199906,ДТК.группа унифицированных коммуникаций,250.0,2,"Другое, Проектный опыт"
SU199908,ДВА.группа разработки бизнес-приложений,200.0,1,Другое
SU199909,"ДРПО.Практика ""Time and Material""",200.0,1,Другое
SU199910,ДРП.Образовательные проекты brainz для студентов и школьников,200.0,1,Другое
SU199917,ДРП.Геймификация,200.0,1,Другое
SU199918,ДРП.отдел корпоративной культуры и внутренних коммуникаций,200.0,1,Другое
SU199922,Отдел дизайна,200.0,1,Другое
SU199924,ДИРС.группа инженеров по инфраструктурному ПО,200.0,1,Другое
SU199925,ДИРС.Разработка инфраструктурных продуктов.группа продвижения решений,400.0,1,"Другое, Для новых сотрудников"
SU199926,ДИРС.группа пресейл-инженеров,400.0,1,"Для новых сотрудников, Другое"
SU199929,"ДРПО.Практика ""Time and Material""",200.0,1,Другое
SU199932,ДИРС.Разработка инфраструктурных продуктов.группа продвижения решений,200.0,1,Другое
SU199933,ДПМП.группа администраторов BackOffice,200.0,1,Другое
SU199938,ДТК.Цифровое производство.группа инженеров цифрового производства,200.0,1,Другое
SU199942,ДБП.группа аналитиков и консультантов по внедрению Big Data и BI,200.0,1,Другое
SU199944,ДИРС.Разработка инфраструктурных продуктов.группа системных инженеров,200.0,1,Другое
SU199945,ДИРС.Разработка инфраструктурных продуктов.группа продвижения решений,200.0,1,Другое
SU199946,ДИРС.группа инженеров поддержки инфраструктурного ПО,200.0,1,Другое
SU199949,ДРПО.ГИС.финтех,200.0,1,Другое
SU199950,ДМ.группа контента,200.0,1,Другое
SU199951,ДРПО.ГИС.выборы. группа тестировщиков,200.0,1,Другое
SU199952,ДИРС.Облачные сервисы.группа поддержки и эксплуатации систем в ЦОД,200.0,1,Другое
SU199953,Служба качества,205.0,1,"Другое, Корпоративная жизнь КРОК"
SU199958,ДРП.отдел рекрутинга,200.0,1,Другое
SU199959,ДИРС.Информационная безопасность.группа поддержки продаж решений по информационной безопасности,200.0,1,Другое
SU199960,АЭД.АО.секретариат,200.0,1,Другое
SU199969,ДИРС.Информационная безопасность.группа поддержки продаж решений по информационной безопасности,200.0,1,Другое
SU199982,ДРПО.Интеграционные решения,200.0,1,Другое
SU199987,ДМ.группа маркетинговых исследований,200.0,1,Другое
SU200,"ДРПО.Практика ""Аппаратные решения""",740.0,6,"Корпоративная жизнь КРОК, Проектный опыт, Ускорение бизнес-процессов, Я и КРОК"
SU2007,ДИМС.группа СКС и Автоматизации инженерных систем,200.0,1,Я и КРОК
SU2027,АЭД,1300.0,1,"Ускорение бизнес-процессов, Поиск и развитие талантов"
SU2036,ДИМС.технические менеджеры по мультимедийным системам,1355.0,2,"Поиск и развитие талантов, Я и КРОК, Корпоративная жизнь КРОК, Проектный опыт"
SU2037,ДВА.группа управления проектами,805.0,2,"Поиск и развитие талантов, Я и КРОК, Корпоративная жизнь КРОК, Другое"
SU2038,ДПМП.группа продаж,200.0,1,Я и КРОК
SU2056,ДПМП.группа менеджеров по работе с корпоративными клиентами,870.0,1,"Ускорение бизнес-процессов, Проектный опыт, Другое, Корпоративная жизнь КРОК, Я и КРОК"
SU2058,Химкинское обособленное подразделение,435.0,1,"Корпоративная жизнь КРОК, Я и КРОК"
SU2059,ДПМП.группа управления проектами по программному консалтингу,500.0,10,Проектный опыт
SU206,ДИМС.монтажники,200.0,1,Я и КРОК
SU2062,ДИРС.группа поддержки продаж решений по вычислительной инфраструктуре,2560.0,3,"Корпоративная жизнь КРОК, Поиск и развитие талантов, Другое, Я и КРОК"
SU2063,Химкинское обособленное подразделение,1150.0,1,"Я и КРОК, Обмен опытом и повышение экспертизы, Ускорение бизнес-процессов, Поиск и развитие талантов"
SU2064,ДРПО.группа системных инженеров,2100.0,34,"Проектный опыт, Я и КРОК"
SU2068,ДИРС.группа развития бизнеса,1615.0,2,"Корпоративная жизнь КРОК, Другое, Обмен опытом и повышение экспертизы, Поиск и развитие талантов, Ускорение бизнес-процессов, Я и КРОК"
SU2072,ДПМП.группа продаж,300.0,1,"Ускорение бизнес-процессов, Я и КРОК"
SU2078,Отдел закупок,750.0,1,"Я и КРОК, Поиск и развитие талантов"
SU2081,Администрация,200.0,1,Я и КРОК
SU2096,ДРПО.группа развития бизнеса,200.0,1,Я и КРОК
SU2101,ДРП.HR-партнеры,2490.0,4,"Корпоративная жизнь КРОК, Квест 15-19 июля, Другое, Я и КРОК, Обмен опытом и повышение экспертизы, Поиск и развитие талантов"
SU2105,ФД.группа финансовых партнеров,1105.0,1,"Поиск и развитие талантов, Корпоративная жизнь КРОК"
SU2106,ДИРС.Разработка инфраструктурных продуктов.группа продвижения решений,1650.0,18,"Проектный опыт, Я и КРОК, Поиск и развитие талантов"
SU211,ДИРС.группа UNIX и Open Source,1670.0,12,"Обмен опытом и повышение экспертизы, Проектный опыт, Поиск и развитие талантов"
SU215,ДПМП.группа управления проектами по инженерным и мультимедийным системам,450.0,3,"Проектный опыт, Обмен опытом и повышение экспертизы"
SU2196,ДПМП.группа продаж,250.0,1,"Корпоративная жизнь КРОК, Я и КРОК"
SU220,ДИРС.группа инженеров по ИТ-инфраструктуре и мониторингу,4200.0,34,"Корпоративная жизнь КРОК, Проектный опыт, Другое, Поиск и развитие талантов, Обмен опытом и повышение экспертизы, Квест 15-19 июля, Я и КРОК"
SU2281,Отдел закупок,200.0,1,Я и КРОК
SU2285,ДИРС.группа инженеров поддержки баз данных,1000.0,15,"Проектный опыт, Обмен опытом и повышение экспертизы, Я и КРОК"
SU2286,ПД.группа Корпоративного сопровождения,750.0,1,"Поиск и развитие талантов, Я и КРОК"
SU2298,ДПМП.группа управления проектами по программному консалтингу,3260.0,9,"Поиск и развитие талантов, Проектный опыт, Я и КРОК, Другое, Корпоративная жизнь КРОК, Обмен опытом и повышение экспертизы, Ускорение бизнес-процессов"
SU230,Отдел деловых поездок,200.0,1,Я и КРОК
SU2302,ДИРС.группа развития бизнеса,1900.0,2,"Продвижение бренда КРОК, Другое, Поиск и развитие талантов, Ускорение бизнес-процессов, Я и КРОК"
SU236,ДРПО.Управление контентом и документооборот.группа аналитиков,3620.0,32,"Корпоративная жизнь КРОК, Проектный опыт, Обмен опытом и повышение экспертизы, Ускорение бизнес-процессов, Другое, Я и КРОК, Поиск и развитие талантов"
SU2361,ДПМП.группа продаж,500.0,2,"Я и КРОК, Обмен опытом и повышение экспертизы, Другое"
SU2362,ДИРС.группа технических менеджеров по вычислительной инфраструктуре,3570.0,19,"Проектный опыт, Обмен опытом и повышение экспертизы, Другое, Я и КРОК, Корпоративная жизнь КРОК, Поиск и развитие талантов"
SU237,ДИМС.технические менеджеры по инженерным системам,1265.0,6,"Проектный опыт, Поиск и развитие талантов, Корпоративная жизнь КРОК, Обмен опытом и повышение экспертизы, Я и КРОК"
SU2385,ДИМС.технические менеджеры по инженерным системам,400.0,5,"Проектный опыт, Я и КРОК"
SU2396,Транспортный отдел.группа обеспечения перевозки сотрудников,200.0,1,Я и КРОК
SU2397,Химкинское обособленное подразделение,760.0,1,"Корпоративная жизнь КРОК, Я и КРОК"
SU2400,ДПМП.группа продаж,200.0,1,Я и КРОК
SU2401,ДПМП.группа продаж,1355.0,4,"Ускорение бизнес-процессов, Корпоративная жизнь КРОК, Другое, Я и КРОК"
SU2407,Склад,400.0,1,"Другое, Я и КРОК"
SU241,Администрация,705.0,1,"Корпоративная жизнь КРОК, Ускорение бизнес-процессов, Я и КРОК"
SU2414,ДТК.Сервис.инженеры технической поддержки (аутсорсинг),1600.0,7,"Поиск и развитие талантов, Проектный опыт, Я и КРОК"
SU2416,Отдел закупок,650.0,1,"Ускорение бизнес-процессов, Поиск и развитие талантов"
SU2421,ДИМС.монтажники,900.0,1,"Корпоративная жизнь КРОК, Я и КРОК"
SU2423,ДИМС,250.0,2,"Другое, Я и КРОК"
SU2424,ДПМП.группа управления проектами по инженерным и мультимедийным системам,1650.0,29,"Проектный опыт, Я и КРОК"
SU2425,ДПМП.группа продаж,905.0,2,"Я и КРОК, Ускорение бизнес-процессов, Корпоративная жизнь КРОК, Другое"
SU2430,ДИРС.группа менеджеров по работе с партнерами,100.0,1,Проектный опыт
SU2451,ДПМП.группа продаж,205.0,1,"Я и КРОК, Корпоративная жизнь КРОК"
SU2452,ДТК.группа технических менеджеров,2070.0,15,"Я и КРОК, Проектный опыт, Поиск и развитие талантов, Обмен опытом и повышение экспертизы, Другое"
SU2459,ДРПО.ГИС.суды. группа разработчиков,2600.0,7,"Проектный опыт, Поиск и развитие талантов, Обмен опытом и повышение экспертизы, Я и КРОК"
SU246,ДРПО.ГИС.суды. группа разработчиков,850.0,14,"Проектный опыт, Корпоративная жизнь КРОК"
SU2466,АЭД.отдел по эксплуатации инженерных систем,1550.0,1,"Поиск и развитие талантов, Ускорение бизнес-процессов"
SU2468,ДИРС.Информационная безопасность.группа развития бизнеса,200.0,1,Я и КРОК
SU2469,ДИМС.монтажники,750.0,1,"Я и КРОК, Поиск и развитие талантов"
SU2482,ДПМП.группа управления проектами развития бизнес-процессов,700.0,9,"Я и КРОК, Проектный опыт, Ускорение бизнес-процессов, Другое"
SU2483,ДПМП.группа управления проектами по программному консалтингу,1005.0,3,"Проектный опыт, Поиск и развитие талантов, Обмен опытом и повышение экспертизы, Корпоративная жизнь КРОК, Я и КРОК"
SU2486,ДПМП.группа продаж,300.0,1,"Ускорение бизнес-процессов, Я и КРОК"
SU2487,ДТК.группа унифицированных коммуникаций,575.0,1,"Поиск и развитие талантов, Корпоративная жизнь КРОК, Другое"
SU2489,ДТК.группа унифицированных коммуникаций,1150.0,7,"Проектный опыт, Поиск и развитие талантов, Другое, Я и КРОК"
SU2491,Служба логистики,325.0,1,Корпоративная жизнь КРОК
SU2505,АЭД.отдел по эксплуатации инженерных систем,100.0,1,Ускорение бизнес-процессов
SU2507,ДРПО.ГИС.суды. группа технических менеджеров,2720.0,12,"Корпоративная жизнь КРОК, Проектный опыт, Другое, Поиск и развитие талантов, Обмен опытом и повышение экспертизы, Я и КРОК"
SU2508,Отдел закупок,1000.0,2,"Я и КРОК, Ускорение бизнес-процессов, Другое"
SU2513,АЭД.отдел по эксплуатации инженерных систем,1140.0,1,"Корпоративная жизнь КРОК, Я и КРОК, Ускорение бизнес-процессов"
SU2531,ДРПО.ГИС.росстат. группа технических менеджеров,3665.0,30,"Корпоративная жизнь КРОК, Проектный опыт, Другое, Поиск и развитие талантов"
SU2537,ДТК.Сервис.группа технической поддержки телефонии и Call-центров,1690.0,16,"Проектный опыт, Я и КРОК, Обмен опытом и повышение экспертизы"
SU2539,ДИМС.группа СКС и Автоматизации инженерных систем,3465.0,27,"Корпоративная жизнь КРОК, Проектный опыт, Другое, Я и КРОК"
SU2546,ДИРС.группа инженеров по инфраструктурному ПО,5865.0,36,"Корпоративная жизнь КРОК, Проектный опыт, Обмен опытом и повышение экспертизы, Вклад в ИТ-образование, Другое, Поиск и развитие талантов, Croc Voices"
SU2549,ДИРС.группа пресейл-инженеров,1450.0,2,"Поиск и развитие талантов, Я и КРОК, Другое"
SU255,АЭД.отдел по эксплуатации инженерных систем.уборщицы,200.0,1,Я и КРОК
SU2552,ДИМС.Группа электроснабжения и климатических систем,150.0,2,"Ускорение бизнес-процессов, Проектный опыт"
SU2555,Администрация,200.0,1,Я и КРОК
SU2556,ДИМС.монтажники,200.0,1,Я и КРОК
SU2571,ДТК.группа поддержки продаж решений,225.0,1,"Проектный опыт, Я и КРОК"
SU2574,АЭД.отдел по эксплуатации инженерных систем,365.0,1,"Корпоративная жизнь КРОК, Я и КРОК, Ускорение бизнес-процессов"
